iter	Passed	Remaining
386	2944	4663
387	2951	4655
388	2958	4647
389	2965	4638
390	2972	4629
391	2978	4620
392	2985	4611
393	2992	4602
394	2997	4591
395	3003	4581
396	3009	4570
397	3015	4560
398	3020	4549
399	3026	4539
400	3032	4529
401	3037	4519
402	3043	4509
403	3049	4498
404	3055	4488
405	3062	4480
406	3068	4471
407	3076	4464
408	3082	4453
409	3088	4443
410	3093	4433
411	3099	4423
412	3105	4413
413	3110	4403
414	3116	4393
415	3122	4383
416	3128	4373
417	3134	4363
418	3139	4353
419	3145	4343
420	3151	4334
421	3156	4323
422	3162	4314
423	3168	4304
424	3174	4294
425	3179	4284
426	3185	4274
427	3191	4265
428	3197	4255
429	3203	4245
430	3208	4236
431	3214	4226
432	3220	4216
433	3226	4207
434	3240	4209
435	3252	4207
436	3264	4205
437	3272	4199
438	3281	4193
439	3287	4184
440	3293	4175
441	3299	4165
442	3305	4156
443	3311	4147
444	3317	4137
445	3323	4128
446	3328	4118
447	3334	4108
448	3340	4099
449	3346	4089
450	3351	4080
451	3357	4070
452	3363	4061
453	3368	4051
454	3374	4042
455	3380	4032
456	3385	4023
457	3391	4013
458	3397	4004
459	3404	3996
460	3410	3987
461	3415	3977
462	3421	3968
463	3427	3959
464	3433	3949
465	3438	3940
466	3444	3931
467	3449	3921
468	3455	3912
469	3461	3903
470	3467	3894
471	3472	3884
472	3478	3875
473	3484	3866
474	3489	3857
475	3495	3848
476	3501	3839
477	3507	3830
478	3514	3822
479	3520	3813
480	3527	3806
481	3533	3796
482	3538	3787
483	3544	3778
484	3550	3769
485	3556	3761
486	3561	3752
487	3567	3742
488	3573	3733
489	3578	3724
490	3584	3715
491	3590	3706
492	3595	3697
493	3601	3688
494	3606	3679
495	3612	3670
496	3618	3661
497	3623	3652
498	3629	3644
499	3635	3635
500	3640	3626
501	3646	3617
502	3652	3608
503	3658	3600
504	3664	3591
505	3670	3583
506	3679	3577
507	3686	3570
508	3692	3561
509	3698	3553
510	3703	3544
511	3709	3535
512	3715	3527
513	3721	3518
514	3727	3510
515	3733	3501
516	3738	3493
517	3746	3485
518	3751	3477
519	3757	3468
520	3764	3460
521	3770	3452
522	3775	3443
523	3781	3434
524	3786	3426
525	3792	3417
526	3798	3409
527	3803	3400
528	3809	3391
529	3815	3383
530	3821	3375
531	3827	3366
532	3833	3358
533	3840	3351
534	3848	3344
535	3854	3337
536	3863	3331
537	3869	3322
538	3875	3314
539	3881	3306
540	3887	3298
541	3894	3290
542	3899	3282
543	3905	3273
544	3911	3265
545	3916	3256
546	3922	3248
547	3928	3239
548	3933	3231
549	3939	3223
550	3945	3214
551	3950	3206
552	3956	3198
553	3961	3189
554	3967	3181
555	3973	3172
556	3979	3164
557	3985	3157
558	3992	3149
559	3999	3142
560	4006	3135
561	4013	3127
562	4018	3119
563	4024	3111
564	4030	3103
565	4036	3094
566	4041	3086
567	4047	3078
568	4053	3070
569	4059	3062
570	4065	3054
571	4070	3046
572	4077	3038
573	4082	3030
574	4088	3022
575	4094	3013
576	4100	3005
577	4106	2997
578	4111	2989
579	4117	2981
580	4123	2973
581	4128	2965
582	4134	2957
583	4139	2948
584	4145	2940
585	4151	2932
586	4156	2924
587	4162	2916
588	4168	2908
589	4173	2900
590	4179	2892
591	4184	2884
592	4190	2876
593	4196	2867
594	4201	2859
595	4207	2851
596	4213	2844
597	4218	2836
598	4224	2827
599	4230	2820
600	4235	2812
601	4241	2804
602	4247	2796
603	4252	2788
604	4258	2780
605	4264	2772
606	4270	2764
607	4277	2757
608	4282	2749
609	4288	2741
610	4294	2733
611	4299	2726
612	4305	2718
613	4311	2710
614	4316	2702
615	4322	2694
616	4328	2686
617	4333	2678
618	4339	2670
619	4344	2663
620	4351	2655
621	4356	2647
622	4362	2639
623	4368	2632
624	4373	2624
625	4380	2616
626	4385	2609
627	4391	2601
628	4397	2593
629	4404	2586
630	4410	2579
631	4415	2571
632	4421	2563
633	4429	2557
634	4437	2550
635	4444	2543
636	4453	2537
637	4460	2530
638	4466	2523
639	4472	2515
640	4478	2508
641	4484	2500
642	4490	2493
643	4495	2485
644	4501	2477
645	4507	2469
646	4518	2465
647	4524	2457
648	4529	2449
649	4535	2442
650	4542	2435
651	4548	2427
652	4554	2420
653	4560	2412
654	4566	2405
655	4572	2397
656	4577	2389
657	4583	2382
658	4589	2374
659	4595	2367
660	4601	2359
661	4606	2352
662	4612	2344
663	4618	2337
664	4624	2329
665	4629	2321
666	4635	2314
667	4641	2306
668	4647	2299
669	4653	2292
670	4660	2285
671	4666	2277
672	4671	2270
673	4677	2262
674	4683	2254
675	4689	2247
676	4694	2239
677	4700	2232
678	4706	2224
679	4711	2217
680	4717	2209
681	4723	2202
682	4729	2195
683	4736	2188
684	4742	2180
685	4748	2173
686	4754	2165
687	4759	2158
688	4765	2151
689	4771	2143
690	4777	2136
691	4782	2128
692	4788	2121
693	4794	2113
694	4799	2106
695	4805	2098
696	4811	2091
697	4816	2084
698	4822	2076
699	4828	2069
700	4833	2061
701	4839	2054
702	4845	2047
703	4851	2039
704	4856	2032
705	4862	2024
706	4868	2017
707	4873	2010
708	4879	2002
709	4885	1995
710	4892	1988
711	4899	1981
712	4906	1975
713	4914	1968
714	4921	1961
715	4928	1954
716	4935	1948
717	4942	1941
718	4949	1934
719	4956	1927
720	4963	1920
721	4969	1913
722	4977	1906
723	4982	1899
724	4988	1892
725	4994	1884
726	5000	1877
727	5005	1870
728	5011	1862
729	5017	1855
730	5025	1849
731	5032	1842
732	5040	1835
733	5049	1829
734	5055	1822
735	5062	1815
736	5067	1808
737	5073	1801
738	5080	1794
739	5085	1786
740	5091	1779
741	5097	1772
742	5103	1765
743	5109	1758
744	5114	1750
745	5120	1743
746	5126	1736
747	5132	1729
748	5137	1721
749	5143	1714
750	5149	1707
751	5154	1700
752	5160	1692
753	5166	1685
754	5172	1678
755	5177	1671
756	5183	1663
757	5189	1656
758	5194	1649
759	5200	1642
760	5206	1635
761	5211	1627
762	5217	1620
763	5223	1613
764	5228	1606
765	5234	1599
766	5240	1591
767	5245	1584
768	5251	1577
769	5257	1570
770	5262	1563
771	5268	1555
772	5274	1548
773	5280	1541
774	5285	1534
775	5291	1527
776	5296	1520
777	5302	1513
778	5308	1505
779	5313	1498
780	5319	1491
781	5325	1484
782	5330	1477
783	5336	1470
784	5342	1463
785	5347	1456
786	5353	1448
787	5359	1441
788	5364	1434
789	5370	1427
790	5376	1420
791	5382	1413
792	5387	1406
793	5393	1399
794	5399	1392
795	5404	1385
796	5410	1378
797	5415	1370
798	5421	1363
799	5427	1356
800	5432	1349
801	5438	1342
802	5444	1335
803	5450	1328
804	5455	1321
805	5461	1314
806	5467	1307
807	5472	1300
808	5478	1293
809	5484	1286
810	5489	1279
811	5495	1272
812	5500	1265
813	5506	1258
814	5512	1251
815	5518	1244
816	5523	1237
817	5529	1230
818	5534	1223
819	5540	1216
820	5545	1209
821	5551	1202
822	5556	1195
823	5562	1188
824	5568	1181
825	5573	1174
826	5579	1167
827	5585	1160
828	5590	1153
829	5596	1146
830	5602	1139
831	5607	1132
832	5613	1125
833	5619	1118
834	5625	1111
835	5634	1105
836	5642	1098
837	5649	1092
838	5656	1085
839	5663	1078
840	5670	1072
841	5677	1065
842	5682	1058
843	5688	1051
844	5694	1044
845	5700	1037
846	5706	1030
847	5713	1024
848	5719	1017
849	5724	1010
850	5730	1003
851	5737	996
852	5743	989
853	5749	982
854	5754	975
855	5760	969
856	5766	962
857	5772	955
858	5777	948
859	5783	941
860	5788	934
861	5794	927
862	5800	920
863	5805	913
864	5811	906
865	5816	900
866	5822	893
867	5828	886
868	5833	879
869	5839	872
870	5844	865
871	5850	858
872	5856	851
873	5861	845
874	5867	838
875	5872	831
876	5878	824
877	5884	817
878	5889	810
879	5895	803
880	5901	797
881	5907	790
882	5912	783
883	5918	776
884	5924	769
885	5930	763
886	5935	756
887	5941	749
888	5946	742
889	5952	735
890	5958	728
891	5963	722
892	5969	715
893	5975	708
894	5981	701
895	5986	694
896	5992	688
897	5998	681
898	6004	674
899	6009	667
900	6015	660
901	6021	654
902	6027	647
903	6032	640
904	6038	633
905	6044	627
906	6049	620
907	6055	613
908	6060	606
909	6066	600
910	6072	593
911	6077	586
912	6083	579
913	6089	572
914	6094	566
915	6100	559
916	6106	552
917	6111	545
918	6117	539
919	6122	532
920	6128	525
921	6134	518
922	6139	512
923	6145	505
924	6150	498
925	6156	491
926	6162	485
927	6167	478
928	6173	471
929	6179	465
930	6185	458
931	6190	451
932	6196	444
933	6203	438
934	6211	431
935	6218	425
936	6226	418
937	6234	412
938	6240	405
939	6246	398
940	6252	392
941	6259	385
942	6264	378
943	6270	371
944	6276	365
945	6282	358
946	6287	351
947	6293	345
948	6299	338
949	6304	331
950	6310	325
951	6316	318
952	6321	311
953	6327	305
954	6332	298
955	6338	291
956	6344	285
957	6349	278
958	6355	271
959	6361	265
960	6366	258
961	6372	251
962	6377	245
963	6383	238
964	6389	231
965	6394	225
966	6400	218
967	6406	211
968	6411	205
969	6417	198
970	6422	191
971	6432	185
972	6438	178
973	6445	172
974	6450	165
975	6456	158
976	6462	152
977	6467	145
978	6474	138
979	6479	132
980	6485	125
981	6491	118
982	6496	112
983	6502	105
984	6508	99
985	6513	92
986	6519	85
987	6524	79
988	6530	72
989	6536	66
990	6541	59
991	6547	52
992	6553	46
993	6558	39
994	6564	32
995	6570	26
996	6576	19
997	6581	13
998	6587	6
999	6593	0
