iter	Logloss
0	0.4762190252
1	0.3269166578
2	0.2298013347
3	0.1684681263
4	0.130195931
5	0.1052598306
6	0.0876488672
7	0.07639684751
8	0.06672592132
9	0.0583622123
10	0.04998278841
11	0.04389392035
12	0.03851973017
13	0.03433490643
14	0.0312007735
15	0.02930749224
16	0.02767928823
17	0.02657068353
18	0.02487945712
19	0.02382676356
20	0.02296618399
21	0.02270858721
22	0.02185314562
23	0.02120168251
24	0.02075021254
25	0.0204094324
26	0.01959863937
27	0.01916260659
28	0.0187508101
29	0.01868096499
30	0.01856534507
31	0.01824316837
32	0.01814766442
33	0.01745990196
34	0.01675904015
35	0.01615749078
36	0.0159345474
37	0.01555857556
38	0.01538609353
39	0.01518190872
40	0.01510073432
41	0.01482208146
42	0.01446569504
43	0.01441752343
44	0.01424745061
45	0.01400530498
46	0.01386870345
47	0.01382784787
48	0.01380519549
49	0.01363469605
50	0.0135353743
51	0.01293555466
52	0.01279956434
53	0.01261399926
54	0.01253393017
55	0.01250025876
56	0.01237456922
57	0.01235675618
58	0.01228564287
59	0.01226085587
60	0.01222896847
61	0.01219216339
62	0.01213272222
63	0.0120975755
64	0.01189207982
65	0.01163828145
66	0.01158088724
67	0.01155067993
68	0.01152798023
69	0.01128170732
70	0.01114363979
71	0.01103480844
72	0.0109998029
73	0.01085108788
74	0.01081417653
75	0.01066798318
76	0.01058391092
77	0.01049541739
78	0.01031859166
79	0.01020924761
80	0.01014720952
81	0.01010186287
82	0.01004884649
83	0.009974454466
84	0.009766848216
85	0.009698150312
86	0.009460895223
87	0.009364583813
88	0.009305376888
89	0.009227997794
90	0.009138733258
91	0.009112346846
92	0.008927105209
93	0.00877285663
94	0.008742091616
95	0.008742061365
96	0.008564468514
97	0.008443330545
98	0.008290530124
99	0.00816810611
100	0.008053703975
101	0.007903531491
102	0.007888622524
103	0.007777675956
104	0.007723874608
105	0.007703708216
106	0.007653649428
107	0.007489048887
108	0.007486700963
109	0.007373648477
110	0.0073623983
111	0.007346432109
112	0.00732719108
113	0.007230040406
114	0.007230021014
115	0.007120221647
116	0.007095383454
117	0.007085442592
118	0.00705342954
119	0.007045250203
120	0.006967058217
121	0.006948706094
122	0.006915310041
123	0.006904056762
124	0.006793142771
125	0.006774729372
126	0.00675086308
127	0.006742637203
128	0.006735307213
129	0.006626795443
130	0.006471075436
131	0.006445138907
132	0.006445131926
133	0.00637649879
134	0.0063016499
135	0.006290990776
136	0.006290990776
137	0.006274007306
138	0.006273693164
139	0.006251699704
140	0.006241488912
141	0.006223839538
142	0.006143278298
143	0.00602329839
144	0.00593014702
145	0.005908784172
146	0.005854790848
147	0.005847846361
148	0.005847601253
